2007-01-01   9
2007-01-02  24
2007-01-03  20
2007-01-04  17
2007-01-05   9
2007-01-06   5
2007-01-07   1
2007-01-08   3
2007-01-09   4
2007-01-10   6
2007-01-11   6
2007-01-12   3
2007-01-13   0
2007-01-14   3
2007-01-15  16
2007-01-16  14
2007-01-17  25
2007-01-18  18
2007-01-19  13
2007-01-20   8
2007-01-21   8
2007-01-22   3
2007-01-23   3
2007-01-24   2
2007-01-25   2
2007-01-26   3
2007-01-27   4
2007-01-28   5
2007-01-29  28
2007-01-30  24
2007-01-31  20
2007-02-01   9
2007-02-02   4
2007-02-03   2
2007-02-04   2
2007-02-05   6
2007-02-06   6
2007-02-07  13
2007-02-08   9
2007-02-09   5
2007-02-10   4
2007-02-11   2
2007-02-12   8
2007-02-13  21
2007-02-14  18
2007-02-15  13
2007-02-16   8
2007-02-17   9
2007-02-18   5
2007-02-19   3
2007-02-20   2
2007-02-21   1
2007-02-22   2
2007-02-23   3
2007-02-24   2
2007-02-25   3
2007-02-26   6
2007-02-27  12
2007-02-28  22
2007-03-01  11
2007-03-02   4
2007-03-03   2
2007-03-04   4
2007-03-05  10
2007-03-06  18
2007-03-07  17
2007-03-08   4
2007-03-09   2
2007-03-10   4
2007-03-11   8
2007-03-12  12
2007-03-13  24
2007-03-14  12
2007-03-15  10
2007-03-16  12
2007-03-17   7
2007-03-18   3
2007-03-19   2
2007-03-20   1
2007-03-21   1
2007-03-22   3
2007-03-23  10
2007-03-24  18
2007-03-25  11
2007-03-26  10
2007-03-27  11
2007-03-28   7
2007-03-29   3
2007-03-30   4
2007-03-31   3
2007-04-01  29
2007-04-02  22
2007-04-03  11
2007-04-04   9
2007-04-05   4
2007-04-06   4
2007-04-07   3
2007-04-08   3
2007-04-09  10
2007-04-10   7
2007-04-11   4
2007-04-12  10
2007-04-13   1
2007-04-14   4
2007-04-15   4
2007-04-16   0
2007-04-17   9
2007-04-18   9
2007-04-19   5
2007-04-20   3
2007-04-21   2
2007-04-22   9
2007-04-23  16
2007-04-24   4
2007-04-25   5
2007-04-26   6
2007-04-27  16
2007-04-28  28
2007-04-29  21
2007-04-30  15
2007-05-01   7
2007-05-02   2
2007-05-03   4
2007-05-04   2
2007-05-05   2
2007-05-06   1
2007-05-07  16
2007-05-08  14
2007-05-09   5
2007-05-10   3
2007-05-11   2
2007-05-12   2
2007-05-13   2
2007-05-14   3
2007-05-15   4
2007-05-16   3
2007-05-17   5
2007-05-18  16
2007-05-19  12
2007-05-20   6
2007-05-21   5
2007-05-22  13
2007-05-23  34
2007-05-24  30
2007-05-25  14
2007-05-26  13
2007-05-27  10
2007-05-28   4
2007-05-29   4
2007-05-30   3
2007-05-31   3
2007-06-01   6
2007-06-02   6
2007-06-03  10
2007-06-04   8
2007-06-05   2
2007-06-06   2
2007-06-07   3
2007-06-08   7
2007-06-09   6
2007-06-10   7
2007-06-11   3
2007-06-12   2
2007-06-13   6
2007-06-14  18
2007-06-15   7
2007-06-16   6
2007-06-17   6
2007-06-18   5
2007-06-19   5
2007-06-20   4
2007-06-21  14
2007-06-22  13
2007-06-23   8
2007-06-24   6
2007-06-25   3
2007-06-26   3
2007-06-27   4
2007-06-28   4
2007-06-29   9
2007-06-30   4
2007-07-01   4
2007-07-02   3
2007-07-03   8
2007-07-04  15
2007-07-05   5
2007-07-06   5
2007-07-07   5
2007-07-08   4
2007-07-09   2
2007-07-10   4
2007-07-11  21
2007-07-12   5
2007-07-13   4
2007-07-14  19
2007-07-15  12
2007-07-16   4
2007-07-17   3
2007-07-18   2
2007-07-19   2
2007-07-20  14
2007-07-21  10
2007-07-22   3
2007-07-23   3
2007-07-24   2
2007-07-25   2
2007-07-26   9
2007-07-27   7
2007-07-28   4
2007-07-29  14
2007-07-30   9
2007-07-31   5
2007-08-01  15
2007-08-02   5
2007-08-03   4
2007-08-04   2
2007-08-05   2
2007-08-06  16
2007-08-07  22
2007-08-08   5
2007-08-09   3
2007-08-10  15
2007-08-11   9
2007-08-12   4
2007-08-13   2
2007-08-14   4
2007-08-15   8
2007-08-16   5
2007-08-17   3
2007-08-18   2
2007-08-19   4
2007-08-20   2
2007-08-21   4
2007-08-22   3
2007-08-23   2
2007-08-24   1
2007-08-25   7
2007-08-26  11
2007-08-27  14
2007-08-28  10
2007-08-29   4
2007-08-30   4
2007-08-31   6
2007-09-01  10
2007-09-02  24
2007-09-03  10
2007-09-04   5
2007-09-05  10
2007-09-06  11
2007-09-07  12
2007-09-08   6
2007-09-09   2
2007-09-10   2
2007-09-11   2
2007-09-12   2
2007-09-13   1
2007-09-14   4
2007-09-15   4
2007-09-16   2
2007-09-17   2
2007-09-18   3
2007-09-19   3
2007-09-20  10
2007-09-21   9
2007-09-22  12
2007-09-23  16
2007-09-24  11
2007-09-25   7
2007-09-26   3
2007-09-27  18
2007-09-28  24
2007-09-29  30
2007-09-30  12
2007-10-01   7
2007-10-02   5
2007-10-03  17
2007-10-04  11
2007-10-05   6
2007-10-06   4
2007-10-07   2
2007-10-08   1
2007-10-09   1
2007-10-10   1
2007-10-11   1
2007-10-12   4
2007-10-13   2
2007-10-14   5
2007-10-15   2
2007-10-16   2
2007-10-17   1
2007-10-18  12
2007-10-19  16
2007-10-20  13
2007-10-21   5
2007-10-22   6
2007-10-23   7
2007-10-24   3
2007-10-25  17
2007-10-26  14
2007-10-27  13
2007-10-28   7
2007-10-29  13
2007-10-30  10
2007-10-31   4
2007-11-01   5
2007-11-02   2
2007-11-03   2
2007-11-04   4
2007-11-05   2
2007-11-06   0
2007-11-07   0
2007-11-08   4
2007-11-09   4
2007-11-10   4
2007-11-11   2
2007-11-12   3
2007-11-13  10
2007-11-14  10
2007-11-15   7
2007-11-16   8
2007-11-17   7
2007-11-18   2
2007-11-19   3
2007-11-20  24
2007-11-21  16
2007-11-22  12
2007-11-23  14
2007-11-24  14
2007-11-25  15
2007-11-26   9
2007-11-27   5
2007-11-28   4
2007-11-29   3
2007-11-30   3
2007-12-01   3
2007-12-02   2
2007-12-03   1
2007-12-04   1
2007-12-05   2
2007-12-06   3
2007-12-07   1
2007-12-08   0
2007-12-09   3
2007-12-10   9
2007-12-11  16
2007-12-12  10
2007-12-13   6
2007-12-14   4
2007-12-15   2
2007-12-16   3
2007-12-17  18
2007-12-18  22
2007-12-19  10
2007-12-20  14
2007-12-21  14
2007-12-22   9
2007-12-23   8
2007-12-24   3
2007-12-25   1
2007-12-26   2
2007-12-27   5
2007-12-28   4
2007-12-29   2
2007-12-30   4
2007-12-31   5
