2009-01-01   7
2009-01-02   4
2009-01-03  11
2009-01-04   5
2009-01-05   5
2009-01-06   4
2009-01-07   2
2009-01-08   3
2009-01-09   5
2009-01-10   5
2009-01-11   1
2009-01-12   0
2009-01-13   4
2009-01-14   6
2009-01-15   6
2009-01-16   4
2009-01-17   3
2009-01-18   2
2009-01-19   9
2009-01-20   4
2009-01-21   3
2009-01-22   2
2009-01-23   1
2009-01-24   2
2009-01-25   2
2009-01-26  11
2009-01-27   4
2009-01-28   2
2009-01-29   4
2009-01-30   4
2009-01-31   7
2009-02-01   3
2009-02-02   1
2009-02-03   4
2009-02-04  14
2009-02-05   7
2009-02-06   1
2009-02-07   2
2009-02-08   0
2009-02-09   2
2009-02-10   2
2009-02-11   3
2009-02-12   3
2009-02-13   2
2009-02-14  17
2009-02-15  10
2009-02-16   4
2009-02-17   1
2009-02-18   3
2009-02-19   1
2009-02-20   4
2009-02-21   3
2009-02-22   4
2009-02-23   5
2009-02-24   8
2009-02-25   4
2009-02-26   3
2009-02-27  11
2009-02-28   5
2009-03-01   3
2009-03-02   1
2009-03-03   7
2009-03-04   7
2009-03-05   4
2009-03-06   2
2009-03-07   2
2009-03-08   9
2009-03-09   2
2009-03-10   4
2009-03-11   4
2009-03-12   8
2009-03-13  17
2009-03-14  10
2009-03-15   8
2009-03-16   5
2009-03-17   4
2009-03-18   2
2009-03-19   4
2009-03-20   4
2009-03-21   8
2009-03-22   5
2009-03-23   2
2009-03-24   7
2009-03-25   9
2009-03-26   7
2009-03-27   5
2009-03-28   3
2009-03-29   4
2009-03-30   4
2009-03-31   3
2009-04-01   4
2009-04-02   2
2009-04-03   2
2009-04-04   1
2009-04-05   4
2009-04-06   3
2009-04-07   3
2009-04-08   6
2009-04-09  12
2009-04-10   8
2009-04-11  10
2009-04-12   7
2009-04-13   4
2009-04-14   2
2009-04-15   4
2009-04-16   5
2009-04-17   5
2009-04-18   8
2009-04-19   5
2009-04-20   4
2009-04-21   4
2009-04-22   4
2009-04-23   2
2009-04-24   6
2009-04-25   4
2009-04-26   3
2009-04-27   3
2009-04-28   2
2009-04-29   3
2009-04-30   2
2009-05-01   3
2009-05-02   4
2009-05-03   3
2009-05-04   3
2009-05-05   2
2009-05-06   6
2009-05-07   7
2009-05-08  11
2009-05-09   5
2009-05-10   4
2009-05-11   4
2009-05-12   1
2009-05-13   3
2009-05-14   8
2009-05-15   2
2009-05-16   4
2009-05-17   1
2009-05-18   3
2009-05-19   3
2009-05-20   5
2009-05-21   4
2009-05-22   5
2009-05-23   4
2009-05-24   4
2009-05-25   2
2009-05-26   3
2009-05-27   1
2009-05-28   5
2009-05-29   4
2009-05-30   3
2009-05-31   3
2009-06-01   2
2009-06-02   2
2009-06-03   4
2009-06-04   5
2009-06-05   4
2009-06-06   3
2009-06-07   4
2009-06-08   3
2009-06-09   2
2009-06-10   3
2009-06-11   3
2009-06-12   1
2009-06-13   3
2009-06-14   5
2009-06-15   3
2009-06-16   2
2009-06-17   2
2009-06-18   3
2009-06-19   2
2009-06-20   4
2009-06-21   6
2009-06-22   2
2009-06-23   5
2009-06-24  16
2009-06-25   6
2009-06-26   3
2009-06-27   4
2009-06-28  10
2009-06-29   7
2009-06-30   4
2009-07-01   3
2009-07-02   2
2009-07-03   3
2009-07-04   3
2009-07-05   5
2009-07-06   3
2009-07-07   4
2009-07-08   4
2009-07-09   6
2009-07-10   7
2009-07-11   3
2009-07-12   3
2009-07-13   8
2009-07-14   8
2009-07-15   4
2009-07-16   2
2009-07-17   1
2009-07-18   2
2009-07-19   1
2009-07-20   4
2009-07-21   4
2009-07-22  24
2009-07-23   7
2009-07-24   5
2009-07-25   4
2009-07-26   2
2009-07-27   3
2009-07-28   3
2009-07-29   2
2009-07-30   3
2009-07-31   4
2009-08-01   3
2009-08-02   3
2009-08-03   6
2009-08-04   3
2009-08-05   5
2009-08-06  10
2009-08-07   7
2009-08-08   3
2009-08-09   6
2009-08-10   3
2009-08-11   3
2009-08-12   4
2009-08-13   4
2009-08-14   2
2009-08-15   1
2009-08-16   2
2009-08-17   2
2009-08-18   3
2009-08-19   8
2009-08-20  10
2009-08-21   7
2009-08-22   4
2009-08-23   4
2009-08-24   2
2009-08-25   2
2009-08-26   3
2009-08-27   6
2009-08-28   2
2009-08-29   2
2009-08-30  20
2009-08-31   5
2009-09-01   3
2009-09-02   3
2009-09-03   5
2009-09-04   6
2009-09-05   2
2009-09-06   3
2009-09-07   2
2009-09-08   2
2009-09-09   2
2009-09-10   2
2009-09-11   3
2009-09-12   2
2009-09-13   5
2009-09-14   6
2009-09-15   5
2009-09-16   4
2009-09-17   7
2009-09-18   2
2009-09-19   2
2009-09-20   5
2009-09-21   6
2009-09-22   3
2009-09-23   0
2009-09-24   1
2009-09-25   2
2009-09-26   3
2009-09-27   7
2009-09-28   8
2009-09-29   1
2009-09-30   5
2009-10-01   2
2009-10-02   2
2009-10-03   1
2009-10-04   4
2009-10-05   3
2009-10-06   2
2009-10-07   2
2009-10-08   2
2009-10-09   2
2009-10-10   1
2009-10-11   7
2009-10-12   2
2009-10-13   3
2009-10-14   1
2009-10-15   5
2009-10-16   3
2009-10-17   1
2009-10-18   1
2009-10-19   2
2009-10-20   0
2009-10-21   1
2009-10-22  13
2009-10-23  10
2009-10-24   8
2009-10-25   5
2009-10-26   4
2009-10-27   3
2009-10-28   3
2009-10-29   5
2009-10-30   9
2009-10-31   2
2009-11-01   3
2009-11-02   3
2009-11-03   0
2009-11-04   0
2009-11-05   1
2009-11-06   0
2009-11-07   0
2009-11-08   7
2009-11-09   4
2009-11-10   1
2009-11-11   0
2009-11-12   0
2009-11-13   2
2009-11-14   5
2009-11-15   6
2009-11-16   0
2009-11-17   1
2009-11-18   2
2009-11-19   2
2009-11-20   2
2009-11-21   8
2009-11-22   5
2009-11-23   0
2009-11-24   8
2009-11-25   6
2009-11-26   6
2009-11-27   2
2009-11-28   2
2009-11-29   0
2009-11-30   1
2009-12-01   0
2009-12-02   1
2009-12-03   0
2009-12-04   0
2009-12-05   4
2009-12-06   3
2009-12-07   3
2009-12-08   0
2009-12-09   0
2009-12-10   1
2009-12-11   0
2009-12-12   2
2009-12-13   2
2009-12-14   6
2009-12-15   1
2009-12-16   5
2009-12-17   2
2009-12-18   3
2009-12-19   2
2009-12-20   2
2009-12-21   3
2009-12-22   3
2009-12-23   4
2009-12-24   2
2009-12-25   4
2009-12-26   4
2009-12-27   2
2009-12-28   1
2009-12-29   0
2009-12-30   0
2009-12-31   0
