#URSI, topside IRI-corr, F2 storm model on
# Year, nday, UT, Lon, Lat, TEC(TECU), NmF2 (10^12 m-3)
2017 219  6.0   10.0  -55.0   2.78  0.108906
2017 219  6.0   15.0  -55.0   3.17  0.124090
2017 219  6.0   20.0  -55.0   3.58  0.139685
2017 219  6.0   25.0  -55.0   3.99  0.155029
2017 219  6.0   30.0  -55.0   4.40  0.169602
2017 219  6.0   35.0  -55.0   4.78  0.183071
2017 219  6.0   40.0  -55.0   5.13  0.195296
2017 219  6.0   45.0  -55.0   5.45  0.206290
2017 219  6.0   50.0  -55.0   5.75  0.216148
2017 219  6.0   55.0  -55.0   6.02  0.224977
2017 219  6.0   60.0  -55.0   6.26  0.232849
2017 219  6.0   65.0  -55.0   6.48  0.239771
2017 219  6.0   70.0  -55.0   6.68  0.245693
2017 219  6.0   75.0  -55.0   6.85  0.250521
2017 219  6.0   80.0  -55.0   6.99  0.254152
2017 219  6.0   85.0  -55.0   7.10  0.256495
2017 219  6.0   90.0  -55.0   7.17  0.257497
2017 219  6.0   95.0  -55.0   7.19  0.257149
2017 219  6.0  100.0  -55.0   7.17  0.255485
2017 219  6.0  105.0  -55.0   7.10  0.252580
2017 219  6.0  110.0  -55.0   6.99  0.248539
2017 219  6.0  115.0  -55.0   6.85  0.243477
2017 219  6.0  120.0  -55.0   6.67  0.237525
2017 219  6.0  125.0  -55.0   6.47  0.230796
2017 219  6.0  130.0  -55.0   6.24  0.223348
2017 219  6.0  135.0  -55.0   5.98  0.215164
2017 219  6.0  140.0  -55.0   5.70  0.206188
2017 219  6.0  145.0  -55.0   5.40  0.196382
2017 219  6.0  150.0  -55.0   5.07  0.185780
2017 219  6.0  155.0  -55.0   4.72  0.174508
2017 219  6.0  160.0  -55.0   4.37  0.162776
2017 219  6.0  165.0  -55.0   4.02  0.150861
2017 219  6.0  170.0  -55.0   3.69  0.139080
2017 219  6.0  175.0  -55.0   3.38  0.127764
2017 219  6.0  180.0  -55.0   3.10  0.117223
2017 219  6.0 -175.0  -57.5   2.67  0.100036
2017 219  6.0 -170.0  -57.5   2.48  0.092393
2017 219  6.0 -165.0  -57.5   2.31  0.085976
2017 219  6.0 -160.0  -57.5   2.18  0.080851
2017 219  6.0 -155.0  -57.5   2.08  0.077034
2017 219  6.0 -150.0  -57.5   2.02  0.074498
2017 219  6.0 -145.0  -57.5   1.99  0.073181
2017 219  6.0 -140.0  -57.5   1.98  0.072996
2017 219  6.0 -135.0  -57.5   2.00  0.073841
2017 219  6.0 -130.0  -57.5   2.04  0.075599
2017 219  6.0 -125.0  -57.5   2.11  0.078143
2017 219  6.0 -120.0  -57.5   2.18  0.081329
2017 219  6.0 -115.0  -57.5   2.26  0.084995
2017 219  6.0 -110.0  -57.5   2.34  0.088952
2017 219  6.0 -105.0  -57.5   2.42  0.092983
2017 219  6.0 -100.0  -57.5   2.48  0.096836
2017 219  6.0  -95.0  -57.5   2.53  0.100239
2017 219  6.0  -90.0  -57.5   2.55  0.102909
2017 219  6.0  -85.0  -57.5   2.55  0.104585
2017 219  6.0  -80.0  -57.5   2.54  0.105048
2017 219  6.0  -75.0  -57.5   2.50  0.104144
2017 219  6.0  -70.0  -57.5   2.45  0.101798
2017 219  6.0  -65.0  -57.5   2.37  0.098026
2017 219  6.0  -60.0  -57.5   2.26  0.092962
2017 219  6.0  -55.0  -57.5   2.13  0.086878
2017 219  6.0  -50.0  -57.5   1.99  0.080197
2017 219  6.0  -45.0  -57.5   1.84  0.073458
2017 219  6.0  -40.0  -57.5   1.70  0.067248
2017 219  6.0  -35.0  -57.5   1.59  0.062115
2017 219  6.0  -30.0  -57.5   1.51  0.058507
2017 219  6.0  -25.0  -57.5   1.47  0.056749
2017 219  6.0  -20.0  -57.5   1.48  0.057058
2017 219  6.0  -15.0  -57.5   1.55  0.059571
2017 219  6.0  -10.0  -57.5   1.67  0.064359
2017 219  6.0   -5.0  -57.5   1.84  0.071410
2017 219  6.0    0.0  -57.5   2.07  0.080605
2017 219  6.0    5.0  -57.5   2.35  0.091684
2017 219  6.0   10.0  -57.5   2.67  0.104253
2017 219  6.0   15.0  -57.5   3.01  0.117810
2017 219  6.0   20.0  -57.5   3.39  0.131813
2017 219  6.0   25.0  -57.5   3.77  0.145755
2017 219  6.0   30.0  -57.5   4.15  0.159228
2017 219  6.0   35.0  -57.5   4.51  0.171956
2017 219  6.0   40.0  -57.5   4.86  0.183793
2017 219  6.0   45.0  -57.5   5.18  0.194693
2017 219  6.0   50.0  -57.5   5.48  0.204665
2017 219  6.0   55.0  -57.5   5.75  0.213719
2017 219  6.0   60.0  -57.5   6.00  0.221840
2017 219  6.0   65.0  -57.5   6.23  0.228975
2017 219  6.0   70.0  -57.5   6.43  0.235031
2017 219  6.0   75.0  -57.5   6.60  0.239898
2017 219  6.0   80.0  -57.5   6.74  0.243469
2017 219  6.0   85.0  -57.5   6.84  0.245658
2017 219  6.0   90.0  -57.5   6.89  0.246417
2017 219  6.0   95.0  -57.5   6.90  0.245739
2017 219  6.0  100.0  -57.5   6.86  0.243659
2017 219  6.0  105.0  -57.5   6.78  0.240248
2017 219  6.0  110.0  -57.5   6.66  0.235608
2017 219  6.0  115.0  -57.5   6.50  0.229869
2017 219  6.0  120.0  -57.5   6.30  0.223201
2017 219  6.0  125.0  -57.5   6.09  0.215826
2017 219  6.0  130.0  -57.5   5.85  0.207954
2017 219  6.0  135.0  -57.5   5.59  0.199675
2017 219  6.0  140.0  -57.5   5.32  0.190921
2017 219  6.0  145.0  -57.5   5.03  0.181595
2017 219  6.0  150.0  -57.5   4.72  0.171676
2017 219  6.0  155.0  -57.5   4.39  0.161240
2017 219  6.0  160.0  -57.5   4.07  0.150453
2017 219  6.0  165.0  -57.5   3.75  0.139543
2017 219  6.0  170.0  -57.5   3.45  0.128778
2017 219  6.0  175.0  -57.5   3.16  0.118434
2017 219  6.0  180.0  -57.5   2.90  0.108777
2017 219  6.0 -175.0  -60.0   2.50  0.092810
2017 219  6.0 -170.0  -60.0   2.32  0.085794
2017 219  6.0 -165.0  -60.0   2.16  0.079810
2017 219  6.0 -160.0  -60.0   2.04  0.074915
2017 219  6.0 -155.0  -60.0   1.94  0.071127
2017 219  6.0 -150.0  -60.0   1.87  0.068424
2017 219  6.0 -145.0  -60.0   1.83  0.066758
2017 219  6.0 -140.0  -60.0   1.81  0.066058
2017 219  6.0 -135.0  -60.0   1.81  0.066242
2017 219  6.0 -130.0  -60.0   1.84  0.067217
2017 219  6.0 -125.0  -60.0   1.88  0.068881
2017 219  6.0 -120.0  -60.0   1.93  0.071120
2017 219  6.0 -115.0  -60.0   1.99  0.073808
2017 219  6.0 -110.0  -60.0   2.06  0.076800
2017 219  6.0 -105.0  -60.0   2.12  0.079923
2017 219  6.0 -100.0  -60.0   2.18  0.082980
2017 219  6.0  -95.0  -60.0   2.23  0.085744
2017 219  6.0  -90.0  -60.0   2.26  0.087975
2017 219  6.0  -85.0  -60.0   2.27  0.089437
2017 219  6.0  -80.0  -60.0   2.27  0.089919
2017 219  6.0  -75.0  -60.0   2.24  0.089270
2017 219  6.0  -70.0  -60.0   2.18  0.087419
2017 219  6.0  -65.0  -60.0   2.11  0.084396
2017 219  6.0  -60.0  -60.0   2.01  0.080351
2017 219  6.0  -55.0  -60.0   1.90  0.075555
2017 219  6.0  -50.0  -60.0   1.78  0.070385
2017 219  6.0  -45.0  -60.0   1.66  0.065286
2017 219  6.0  -40.0  -60.0   1.56  0.060717
2017 219  6.0  -35.0  -60.0   1.47  0.057096
2017 219  6.0  -30.0  -60.0   1.42  0.054766
2017 219  6.0  -25.0  -60.0   1.40  0.053980
2017 219  6.0  -20.0  -60.0   1.43  0.054921
2017 219  6.0  -15.0  -60.0   1.50  0.057705
2017 219  6.0  -10.0  -60.0   1.62  0.062391
2017 219  6.0   -5.0  -60.0   1.78  0.068969
2017 219  6.0    0.0  -60.0   1.99  0.077337
2017 219  6.0    5.0  -60.0   2.24  0.087292
2017 219  6.0   10.0  -60.0   2.53  0.098525
2017 219  6.0   15.0  -60.0   2.85  0.110659
2017 219  6.0   20.0  -60.0   3.18  0.123283
2017 219  6.0   25.0  -60.0   3.53  0.136008
2017 219  6.0   30.0  -60.0   3.89  0.148511
2017 219  6.0   35.0  -60.0   4.24  0.160551
2017 219  6.0   40.0  -60.0   4.57  0.171970
2017 219  6.0   45.0  -60.0   4.89  0.182673
2017 219  6.0   50.0  -60.0   5.18  0.192595
2017 219  6.0   55.0  -60.0   5.46  0.201673
2017 219  6.0   60.0  -60.0   5.71  0.209829
2017 219  6.0   65.0  -60.0   5.93  0.216961
2017 219  6.0   70.0  -60.0   6.13  0.222952
2017 219  6.0   75.0  -60.0   6.29  0.227685
2017 219  6.0   80.0  -60.0   6.42  0.231052
2017 219  6.0   85.0  -60.0   6.51  0.232980
2017 219  6.0   90.0  -60.0   6.55  0.233429
2017 219  6.0   95.0  -60.0   6.55  0.232399
2017 219  6.0  100.0  -60.0   6.50  0.229934
2017 219  6.0  105.0  -60.0   6.40  0.226102
2017 219  6.0  110.0  -60.0   6.26  0.220999
2017 219  6.0  115.0  -60.0   6.08  0.214748
2017 219  6.0  120.0  -60.0   5.88  0.207509
2017 219  6.0  125.0  -60.0   5.65  0.199540
2017 219  6.0  130.0  -60.0   5.40  0.191248
2017 219  6.0  135.0  -60.0   5.15  0.183011
2017 219  6.0  140.0  -60.0   4.89  0.174766
2017 219  6.0  145.0  -60.0   4.62  0.166224
2017 219  6.0  150.0  -60.0   4.34  0.157245
2017 219  6.0  155.0  -60.0   4.05  0.147853
2017 219  6.0  160.0  -60.0   3.76  0.138177
2017 219  6.0  165.0  -60.0   3.48  0.128403
2017 219  6.0  170.0  -60.0   3.20  0.118753
2017 219  6.0  175.0  -60.0   2.95  0.109463
2017 219  6.0  180.0  -60.0   2.71  0.100751
2017 219  6.0 -175.0  -62.5   2.34  0.086067
2017 219  6.0 -170.0  -62.5   2.17  0.079717
2017 219  6.0 -165.0  -62.5   2.02  0.074209
2017 219  6.0 -160.0  -62.5   1.90  0.069593
2017 219  6.0 -155.0  -62.5   1.81  0.065887
2017 219  6.0 -150.0  -62.5   1.73  0.063075
2017 219  6.0 -145.0  -62.5   1.68  0.061119
2017 219  6.0 -140.0  -62.5   1.65  0.059963
2017 219  6.0 -135.0  -62.5   1.64  0.059537
2017 219  6.0 -130.0  -62.5   1.65  0.059767
2017 219  6.0 -125.0  -62.5   1.66  0.060567
2017 219  6.0 -120.0  -62.5   1.69  0.061848
2017 219  6.0 -115.0  -62.5   1.73  0.063510
2017 219  6.0 -110.0  -62.5   1.78  0.065441
2017 219  6.0 -105.0  -62.5   1.82  0.067512
2017 219  6.0 -100.0  -62.5   1.87  0.069573
2017 219  6.0  -95.0  -62.5   1.90  0.071456
2017 219  6.0  -90.0  -62.5   1.93  0.072978
2017 219  6.0  -85.0  -62.5   1.94  0.073957
2017 219  6.0  -80.0  -62.5   1.93  0.074228
2017 219  6.0  -75.0  -62.5   1.91  0.073673
2017 219  6.0  -70.0  -62.5   1.87  0.072241
2017 219  6.0  -65.0  -62.5   1.80  0.069967
2017 219  6.0  -60.0  -62.5   1.73  0.066984
2017 219  6.0  -55.0  -62.5   1.64  0.063515
2017 219  6.0  -50.0  -62.5   1.55  0.059857
2017 219  6.0  -45.0  -62.5   1.46  0.056348
2017 219  6.0  -40.0  -62.5   1.39  0.053327
2017 219  6.0  -35.0  -62.5   1.33  0.051102
2017 219  6.0  -30.0  -62.5   1.31  0.049932
2017 219  6.0  -25.0  -62.5   1.31  0.050016
2017 219  6.0  -20.0  -62.5   1.35  0.051505
2017 219  6.0  -15.0  -62.5   1.42  0.054504
2017 219  6.0  -10.0  -62.5   1.54  0.059066
2017 219  6.0   -5.0  -62.5   1.69  0.065191
2017 219  6.0    0.0  -62.5   1.88  0.072805
2017 219  6.0    5.0  -62.5   2.11  0.081757
2017 219  6.0   10.0  -62.5   2.37  0.091823
2017 219  6.0   15.0  -62.5   2.66  0.102721
2017 219  6.0   20.0  -62.5   2.97  0.114145
2017 219  6.0   25.0  -62.5   3.29  0.125796
2017 219  6.0   30.0  -62.5   3.62  0.137409
2017 219  6.0   35.0  -62.5   3.94  0.148767
2017 219  6.0   40.0  -62.5   4.26  0.159699
2017 219  6.0   45.0  -62.5   4.57  0.170068
2017 219  6.0   50.0  -62.5   4.86  0.179756
2017 219  6.0   55.0  -62.5   5.13  0.188648
2017 219  6.0   60.0  -62.5   5.37  0.196621
2017 219  6.0   65.0  -62.5   5.59  0.203546
2017 219  6.0   70.0  -62.5   5.78  0.209291
2017 219  6.0   75.0  -62.5   5.93  0.213743
2017 219  6.0   80.0  -62.5   6.05  0.216801
2017 219  6.0   85.0  -62.5   6.12  0.218406
2017 219  6.0   90.0  -62.5   6.14  0.218532
2017 219  6.0   95.0  -62.5   6.13  0.217194
2017 219  6.0  100.0  -62.5   6.06  0.214443
2017 219  6.0  105.0  -62.5   5.95  0.210355
2017 219  6.0  110.0  -62.5   5.81  0.205026
2017 219  6.0  115.0  -62.5   5.63  0.198564
2017 219  6.0  120.0  -62.5   5.41  0.191095
2017 219  6.0  125.0  -62.5   5.18  0.182775
2017 219  6.0  130.0  -62.5   4.92  0.173917
2017 219  6.0  135.0  -62.5   4.67  0.165472
2017 219  6.0  140.0  -62.5   4.43  0.158047
2017 219  6.0  145.0  -62.5   4.20  0.150614
2017 219  6.0  150.0  -62.5   3.95  0.142790
2017 219  6.0  155.0  -62.5   3.70  0.134587
2017 219  6.0  160.0  -62.5   3.45  0.126122
2017 219  6.0  165.0  -62.5   3.20  0.117560
2017 219  6.0  170.0  -62.5   2.96  0.109087
2017 219  6.0  175.0  -62.5   2.74  0.100896
2017 219  6.0  180.0  -62.5   2.53  0.093169
2017 219  6.0 -175.0  -65.0   2.18  0.079812
2017 219  6.0 -170.0  -65.0   2.03  0.074152
2017 219  6.0 -165.0  -65.0   1.90  0.069154
2017 219  6.0 -160.0  -65.0   1.78  0.064864
2017 219  6.0 -155.0  -65.0   1.69  0.061295
2017 219  6.0 -150.0  -65.0   1.61  0.058440
2017 219  6.0 -145.0  -65.0   1.56  0.056268
2017 219  6.0 -140.0  -65.0   1.52  0.054734
2017 219  6.0 -135.0  -65.0   1.49  0.053782
2017 219  6.0 -130.0  -65.0   1.48  0.053350
2017 219  6.0 -125.0  -65.0   1.48  0.053368
2017 219  6.0 -120.0  -65.0   1.49  0.053765
2017 219  6.0 -115.0  -65.0   1.50  0.054462
2017 219  6.0 -110.0  -65.0   1.52  0.055375
2017 219  6.0 -105.0  -65.0   1.55  0.056410
2017 219  6.0 -100.0  -65.0   1.57  0.057463
2017 219  6.0  -95.0  -65.0   1.59  0.058418
2017 219  6.0  -90.0  -65.0   1.60  0.059151
2017 219  6.0  -85.0  -65.0   1.60  0.059542
2017 219  6.0  -80.0  -65.0   1.59  0.059483
2017 219  6.0  -75.0  -65.0   1.57  0.058902
2017 219  6.0  -70.0  -65.0   1.54  0.057772
2017 219  6.0  -65.0  -65.0   1.49  0.056129
2017 219  6.0  -60.0  -65.0   1.43  0.054076
2017 219  6.0  -55.0  -65.0   1.37  0.051776
2017 219  6.0  -50.0  -65.0   1.31  0.049441
2017 219  6.0  -45.0  -65.0   1.25  0.047305
2017 219  6.0  -40.0  -65.0   1.21  0.045605
2017 219  6.0  -35.0  -65.0   1.18  0.044560
2017 219  6.0  -30.0  -65.0   1.18  0.044358
2017 219  6.0  -25.0  -65.0   1.20  0.045157
2017 219  6.0  -20.0  -65.0   1.24  0.047080
2017 219  6.0  -15.0  -65.0   1.32  0.050220
2017 219  6.0  -10.0  -65.0   1.43  0.054631
2017 219  6.0   -5.0  -65.0   1.58  0.060322
2017 219  6.0    0.0  -65.0   1.75  0.067250
2017 219  6.0    5.0  -65.0   1.96  0.075310
2017 219  6.0   10.0  -65.0   2.20  0.084345
2017 219  6.0   15.0  -65.0   2.46  0.094151
2017 219  6.0   20.0  -65.0   2.74  0.104500
2017 219  6.0   25.0  -65.0   3.03  0.115157
2017 219  6.0   30.0  -65.0   3.33  0.125899
2017 219  6.0   35.0  -65.0   3.64  0.136524
2017 219  6.0   40.0  -65.0   3.94  0.146852
2017 219  6.0   45.0  -65.0   4.23  0.156719
2017 219  6.0   50.0  -65.0   4.50  0.165973
2017 219  6.0   55.0  -65.0   4.76  0.174463
2017 219  6.0   60.0  -65.0   4.99  0.182044
2017 219  6.0   65.0  -65.0   5.19  0.188574
2017 219  6.0   70.0  -65.0   5.36  0.193923
2017 219  6.0   75.0  -65.0   5.50  0.197983
2017 219  6.0   80.0  -65.0   5.60  0.200669
2017 219  6.0   85.0  -65.0   5.66  0.201942
2017 219  6.0   90.0  -65.0   5.67  0.201790
2017 219  6.0   95.0  -65.0   5.64  0.200244
2017 219  6.0  100.0  -65.0   5.57  0.197367
2017 219  6.0  105.0  -65.0   5.46  0.193243
2017 219  6.0  110.0  -65.0   5.31  0.187978
2017 219  6.0  115.0  -65.0   5.13  0.181686
2017 219  6.0  120.0  -65.0   4.93  0.174486
2017 219  6.0  125.0  -65.0   4.70  0.166499
2017 219  6.0  130.0  -65.0   4.45  0.157854
2017 219  6.0  135.0  -65.0   4.19  0.148749
2017 219  6.0  140.0  -65.0   3.97  0.141761
2017 219  6.0  145.0  -65.0   3.77  0.135508
2017 219  6.0  150.0  -65.0   3.57  0.128832
2017 219  6.0  155.0  -65.0   3.36  0.121804
2017 219  6.0  160.0  -65.0   3.14  0.114543
2017 219  6.0  165.0  -65.0   2.93  0.107185
2017 219  6.0  170.0  -65.0   2.73  0.099883
2017 219  6.0  175.0  -65.0   2.53  0.092794
2017 219  6.0  180.0  -65.0   2.35  0.086061
2017 219  6.0 -175.0  -67.5   2.03  0.074032
2017 219  6.0 -170.0  -67.5   1.90  0.069069
2017 219  6.0 -165.0  -67.5   1.78  0.064607
2017 219  6.0 -160.0  -67.5   1.67  0.060681
2017 219  6.0 -155.0  -67.5   1.59  0.057307
2017 219  6.0 -150.0  -67.5   1.51  0.054479
2017 219  6.0 -145.0  -67.5   1.45  0.052175
2017 219  6.0 -140.0  -67.5   1.40  0.050360
2017 219  6.0 -135.0  -67.5   1.36  0.048990
2017 219  6.0 -130.0  -67.5   1.34  0.048016
2017 219  6.0 -125.0  -67.5   1.32  0.047383
2017 219  6.0 -120.0  -67.5   1.31  0.047033
2017 219  6.0 -115.0  -67.5   1.30  0.046909
2017 219  6.0 -110.0  -67.5   1.30  0.046950
2017 219  6.0 -105.0  -67.5   1.30  0.047090
2017 219  6.0 -100.0  -67.5   1.31  0.047262
2017 219  6.0  -95.0  -67.5   1.31  0.047394
2017 219  6.0  -90.0  -67.5   1.30  0.047413
2017 219  6.0  -85.0  -67.5   1.29  0.047253
2017 219  6.0  -80.0  -67.5   1.28  0.046856
2017 219  6.0  -75.0  -67.5   1.26  0.046188
2017 219  6.0  -70.0  -67.5   1.23  0.045247
2017 219  6.0  -65.0  -67.5   1.20  0.044065
2017 219  6.0  -60.0  -67.5   1.16  0.042717
2017 219  6.0  -55.0  -67.5   1.12  0.041314
2017 219  6.0  -50.0  -67.5   1.08  0.039994
2017 219  6.0  -45.0  -67.5   1.05  0.038909
2017 219  6.0  -40.0  -67.5   1.03  0.038215
2017 219  6.0  -35.0  -67.5   1.03  0.038062
2017 219  6.0  -30.0  -67.5   1.04  0.038584
2017 219  6.0  -25.0  -67.5   1.07  0.039900
2017 219  6.0  -20.0  -67.5   1.12  0.042112
2017 219  6.0  -15.0  -67.5   1.21  0.045297
2017 219  6.0  -10.0  -67.5   1.31  0.049509
2017 219  6.0   -5.0  -67.5   1.45  0.054767
2017 219  6.0    0.0  -67.5   1.61  0.061049
2017 219  6.0    5.0  -67.5   1.79  0.068289
2017 219  6.0   10.0  -67.5   2.01  0.076380
2017 219  6.0   15.0  -67.5   2.24  0.085174
2017 219  6.0   20.0  -67.5   2.49  0.094500
2017 219  6.0   25.0  -67.5   2.76  0.104169
2017 219  6.0   30.0  -67.5   3.03  0.113991
2017 219  6.0   35.0  -67.5   3.31  0.123775
2017 219  6.0   40.0  -67.5   3.59  0.133341
2017 219  6.0   45.0  -67.5   3.85  0.142511
2017 219  6.0   50.0  -67.5   4.10  0.151118
2017 219  6.0   55.0  -67.5   4.34  0.158997
2017 219  6.0   60.0  -67.5   4.55  0.165995
2017 219  6.0   65.0  -67.5   4.74  0.171972
2017 219  6.0   70.0  -67.5   4.89  0.176806
2017 219  6.0   75.0  -67.5   5.01  0.180404
2017 219  6.0   80.0  -67.5   5.09  0.182705
2017 219  6.0   85.0  -67.5   5.13  0.183681
2017 219  6.0   90.0  -67.5   5.13  0.183339
2017 219  6.0   95.0  -67.5   5.10  0.181727
2017 219  6.0  100.0  -67.5   5.02  0.178912
2017 219  6.0  105.0  -67.5   4.92  0.174991
2017 219  6.0  110.0  -67.5   4.78  0.170077
2017 219  6.0  115.0  -67.5   4.61  0.164295
2017 219  6.0  120.0  -67.5   4.43  0.157780
2017 219  6.0  125.0  -67.5   4.23  0.150684
2017 219  6.0  130.0  -67.5   4.01  0.143197
2017 219  6.0  135.0  -67.5   3.79  0.135633
2017 219  6.0  140.0  -67.5   3.58  0.128534
2017 219  6.0  145.0  -67.5   3.39  0.122165
2017 219  6.0  150.0  -67.5   3.21  0.116073
2017 219  6.0  155.0  -67.5   3.03  0.109941
2017 219  6.0  160.0  -67.5   2.85  0.103717
2017 219  6.0  165.0  -67.5   2.67  0.097456
2017 219  6.0  170.0  -67.5   2.50  0.091251
2017 219  6.0  175.0  -67.5   2.33  0.085211
2017 219  6.0  180.0  -67.5   2.18  0.079439
2017 219  6.0 -175.0  -70.0   1.88  0.068690
2017 219  6.0 -170.0  -70.0   1.77  0.064412
2017 219  6.0 -165.0  -70.0   1.67  0.060498
2017 219  6.0 -160.0  -70.0   1.57  0.056974
2017 219  6.0 -155.0  -70.0   1.49  0.053851
2017 219  6.0 -150.0  -70.0   1.42  0.051125
2017 219  6.0 -145.0  -70.0   1.36  0.048783
2017 219  6.0 -140.0  -70.0   1.30  0.046798
2017 219  6.0 -135.0  -70.0   1.26  0.045138
2017 219  6.0 -130.0  -70.0   1.22  0.043767
2017 219  6.0 -125.0  -70.0   1.19  0.042643
2017 219  6.0 -120.0  -70.0   1.17  0.041726
2017 219  6.0 -115.0  -70.0   1.14  0.040973
2017 219  6.0 -110.0  -70.0   1.13  0.040344
2017 219  6.0 -105.0  -70.0   1.11  0.039799
2017 219  6.0 -100.0  -70.0   1.10  0.039296
2017 219  6.0  -95.0  -70.0   1.08  0.038799
2017 219  6.0  -90.0  -70.0   1.06  0.038272
2017 219  6.0  -85.0  -70.0   1.05  0.037683
2017 219  6.0  -80.0  -70.0   1.03  0.037013
2017 219  6.0  -75.0  -70.0   1.00  0.036255
2017 219  6.0  -70.0  -70.0   0.98  0.035419
2017 219  6.0  -65.0  -70.0   0.95  0.034536
2017 219  6.0  -60.0  -70.0   0.93  0.033659
2017 219  6.0  -55.0  -70.0   0.90  0.032858
2017 219  6.0  -50.0  -70.0   0.89  0.032219
2017 219  6.0  -45.0  -70.0   0.87  0.031838
2017 219  6.0  -40.0  -70.0   0.87  0.031814
2017 219  6.0  -35.0  -70.0   0.88  0.032246
2017 219  6.0  -30.0  -70.0   0.90  0.033227
2017 219  6.0  -25.0  -70.0   0.94  0.034845
2017 219  6.0  -20.0  -70.0   1.00  0.037179
2017 219  6.0  -15.0  -70.0   1.08  0.040294
2017 219  6.0  -10.0  -70.0   1.18  0.044237
2017 219  6.0   -5.0  -70.0   1.31  0.049030
2017 219  6.0    0.0  -70.0   1.45  0.054667
2017 219  6.0    5.0  -70.0   1.62  0.061107
2017 219  6.0   10.0  -70.0   1.81  0.068277
2017 219  6.0   15.0  -70.0   2.02  0.076069
2017 219  6.0   20.0  -70.0   2.24  0.084352
2017 219  6.0   25.0  -70.0   2.48  0.092972
2017 219  6.0   30.0  -70.0   2.72  0.101764
2017 219  6.0   35.0  -70.0   2.97  0.110555
2017 219  6.0   40.0  -70.0   3.21  0.119171
2017 219  6.0   45.0  -70.0   3.45  0.127437
2017 219  6.0   50.0  -70.0   3.67  0.135186
2017 219  6.0   55.0  -70.0   3.88  0.142258
2017 219  6.0   60.0  -70.0   4.07  0.148506
2017 219  6.0   65.0  -70.0   4.23  0.153803
2017 219  6.0   70.0  -70.0   4.36  0.158044
2017 219  6.0   75.0  -70.0   4.46  0.161154
2017 219  6.0   80.0  -70.0   4.52  0.163089
2017 219  6.0   85.0  -70.0   4.55  0.163839
2017 219  6.0   90.0  -70.0   4.55  0.163424
2017 219  6.0   95.0  -70.0   4.51  0.161898
2017 219  6.0  100.0  -70.0   4.44  0.159334
2017 219  6.0  105.0  -70.0   4.34  0.155834
2017 219  6.0  110.0  -70.0   4.22  0.151508
2017 219  6.0  115.0  -70.0   4.08  0.146482
2017 219  6.0  120.0  -70.0   3.92  0.140889
2017 219  6.0  125.0  -70.0   3.75  0.134879
2017 219  6.0  130.0  -70.0   3.57  0.128617
2017 219  6.0  135.0  -70.0   3.39  0.122299
2017 219  6.0  140.0  -70.0   3.21  0.116128
2017 219  6.0  145.0  -70.0   3.04  0.110242
2017 219  6.0  150.0  -70.0   2.88  0.104623
2017 219  6.0  155.0  -70.0   2.73  0.099165
2017 219  6.0  160.0  -70.0   2.57  0.093784
2017 219  6.0  165.0  -70.0   2.43  0.088467
2017 219  6.0  170.0  -70.0   2.28  0.083242
2017 219  6.0  175.0  -70.0   2.14  0.078163
2017 219  6.0  180.0  -70.0   2.01  0.073291
2017 219  6.0 -175.0  -72.5   1.74  0.063708
2017 219  6.0 -170.0  -72.5   1.65  0.060098
2017 219  6.0 -165.0  -72.5   1.56  0.056740
2017 219  6.0 -160.0  -72.5   1.48  0.053650
2017 219  6.0 -155.0  -72.5   1.40  0.050835
2017 219  6.0 -150.0  -72.5   1.34  0.048293
2017 219  6.0 -145.0  -72.5   1.28  0.046014
2017 219  6.0 -140.0  -72.5   1.22  0.043980
2017 219  6.0 -135.0  -72.5   1.17  0.042171
2017 219  6.0 -130.0  -72.5   1.13  0.040562
2017 219  6.0 -125.0  -72.5   1.09  0.039124
2017 219  6.0 -120.0  -72.5   1.06  0.037832
2017 219  6.0 -115.0  -72.5   1.03  0.036660
2017 219  6.0 -110.0  -72.5   1.00  0.035584
2017 219  6.0 -105.0  -72.5   0.97  0.034581
2017 219  6.0 -100.0  -72.5   0.94  0.033632
2017 219  6.0  -95.0  -72.5   0.92  0.032722
2017 219  6.0  -90.0  -72.5   0.89  0.031838
2017 219  6.0  -85.0  -72.5   0.87  0.030974
2017 219  6.0  -80.0  -72.5   0.84  0.030128
2017 219  6.0  -75.0  -72.5   0.82  0.029310
2017 219  6.0  -70.0  -72.5   0.80  0.028534
2017 219  6.0  -65.0  -72.5   0.78  0.027828
2017 219  6.0  -60.0  -72.5   0.76  0.027228
2017 219  6.0  -55.0  -72.5   0.75  0.026781
2017 219  6.0  -50.0  -72.5   0.74  0.026539
2017 219  6.0  -45.0  -72.5   0.74  0.026562
2017 219  6.0  -40.0  -72.5   0.74  0.026912
2017 219  6.0  -35.0  -72.5   0.76  0.027653
2017 219  6.0  -30.0  -72.5   0.79  0.028851
2017 219  6.0  -25.0  -72.5   0.83  0.030568
2017 219  6.0  -20.0  -72.5   0.89  0.032861
2017 219  6.0  -15.0  -72.5   0.97  0.035781
2017 219  6.0  -10.0  -72.5   1.06  0.039366
2017 219  6.0   -5.0  -72.5   1.17  0.043635
2017 219  6.0    0.0  -72.5   1.30  0.048589
2017 219  6.0    5.0  -72.5   1.45  0.054200
2017 219  6.0   10.0  -72.5   1.61  0.060417
2017 219  6.0   15.0  -72.5   1.79  0.067158
2017 219  6.0   20.0  -72.5   1.98  0.074322
