  4      0.00000    307.19404      5.25218        -25.75567    -89.47835    -29.05091   20081457.32810     19.52877     85.11216
  4      0.00000    307.19404      5.25218        -25.75567    -46.72952    -24.07719   19975517.42452     19.52877     56.64469
  4      0.00000    307.19404      5.25218        -25.75567    -99.26127     34.47494   20275286.45862     19.52877     81.02243
  4      0.00000    307.19404      5.25218        -25.75567    -21.24517    -13.42598   20140678.95164     19.52877     60.24595
  4      0.00000    307.19404      5.25218        -25.75567    -30.85945     41.03549   19953770.92346     19.52877     73.04115
  4      0.00000    307.19404      5.25218        -25.75567      8.22959     54.28920   20281546.10880     19.52877    110.15009
  4      0.00000    307.19404      5.25218        -25.75567    -13.11200     -4.67274   20194168.30253     19.52877     66.00088
  4      0.00000    307.19404      5.25218        -25.75567    -64.44846     -0.44223   20167346.88487     19.52877     55.47017
  4      0.00000    307.19404      5.25218        -25.75567     -5.47172     51.57926   19994698.61673     19.52877    103.02774
  4      0.00000    307.19404      5.25218        -25.75567    -54.28285     48.42587   20238134.81192     19.52877     71.33422
  4      0.00000    307.19404      5.25218        -25.75567    -27.72409    -53.62770   20131090.94406     19.52877     67.58912
  4      0.00000    307.19404      5.25218        -25.75567    -85.45974     29.51738   20471500.49236     19.52877     68.27276
  4      0.33333    307.19404      5.25218        -25.75567    -87.43466    -21.20543   20082842.13741     19.52877     76.93975
  4      0.33333    307.19404      5.25218        -25.75567    -44.17006    -31.77403   19980308.36602     19.52877     57.44143
  4      0.33333    307.19404      5.25218        -25.75567    -95.09531     41.31599   20301629.25360     19.52877     79.26627
  4      0.33333    307.19404      5.25218        -25.75567    -20.12507     -5.39599   20188497.70105     19.52877     59.68884
  4      0.33333    307.19404      5.25218        -25.75567    -24.26770     46.94013   19943161.96884     19.52877     82.35841
  4      0.33333    307.19404      5.25218        -25.75567    -12.16221      3.38343   20220498.92193     19.52877     67.01231
  4      0.33333    307.19404      5.25218        -25.75567    -63.58097     -8.61869   20146552.84446     19.52877     54.89495
  4      0.33333    307.19404      5.25218        -25.75567      5.94544     53.68426   20004821.51055     19.52877    110.83548
  4      0.33333    307.19404      5.25218        -25.75567    -48.10778     42.23267   20224094.89917     19.52877     66.85895
  4      0.33333    307.19404      5.25218        -25.75567   -106.38942     56.61123   20370034.91404     19.52877     83.35473
  4      0.33333    307.19404      5.25218        -25.75567    -16.61853    -51.37241   20187024.58021     19.52877     68.54432
  4      0.33333    307.19404      5.25218        -25.75567    -83.66095     21.82224   20417245.21282     19.52877     65.07816
  4      0.50000    307.19404      5.25218        -25.75567    -86.70672    -17.17595   20084903.75191     19.52877     73.99805
  4      0.50000    307.19404      5.25218        -25.75567    -42.42762    -35.43835   19985217.03392     19.52877     57.72432
  4      0.50000    307.19404      5.25218        -25.75567    -92.30767     44.42207   20313511.63863     19.52877     78.82648
  4      0.50000    307.19404      5.25218        -25.75567    -19.64883     -1.36376   20212699.32870     19.52877     59.87794
  4      0.50000    307.19404      5.25218        -25.75567    -20.05172     49.38913   19940572.29591     19.52877     87.96082
  4      0.50000    307.19404      5.25218        -25.75567    -11.66933      7.39718   20233588.82087     19.52877     68.44965
  4      0.50000    307.19404      5.25218        -25.75567    -63.06272    -12.68232   20136826.98093     19.52877     54.81322
  4      0.50000    307.19404      5.25218        -25.75567    -45.85480     38.77763   20216575.24090     19.52877     64.81882
  4      0.50000    307.19404      5.25218        -25.75567    -99.89204     56.75820   20367412.15529     19.52877     83.60708
  4      0.50000    307.19404      5.25218        -25.75567    -11.83941    -49.48684   20214868.58838     19.52877     69.40502
  4      0.50000    307.19404      5.25218        -25.75567    -83.03764     17.86005   20387520.96049     19.52877     64.21811
  4      0.66667    307.19404      5.25218        -25.75567    -86.11780    -13.09766   20087888.06330     19.52877     71.85128
  4      0.66667    307.19404      5.25218        -25.75567    -40.29180    -38.93800   19991715.09108     19.52877     57.89079
  4      0.66667    307.19404      5.25218        -25.75567    -88.95939     47.25444   20324380.40339     19.52877     78.61169
  4      0.66667    307.19404      5.25218        -25.75567    -19.18798      2.66483   20236855.16237     19.52877     60.41941
  4      0.66667    307.19404      5.25218        -25.75567    -15.19577     51.41001   19939796.06622     19.52877     93.93203
  4      0.66667    307.19404      5.25218        -25.75567    -11.12457     11.38649   20246488.41634     19.52877     70.78035
  4      0.66667    307.19404      5.25218        -25.75567    -62.44454    -16.71328   20127635.44946     19.52877     55.03781
  4      0.66667    307.19404      5.25218        -25.75567    -44.04964     35.14515   20208834.36727     19.52877     62.90903
  4      0.66667    307.19404      5.25218        -25.75567    -93.47632     56.25799   20363291.63494     19.52877     83.19835
  4      0.66667    307.19404      5.25218        -25.75567     -7.67036    -47.18490   20242367.07132     19.52877     70.06822
  4      0.66667    307.19404      5.25218        -25.75567    -82.54487     13.84068   20356378.33425     19.52877     63.79756
  4      0.83333    307.19404      5.25218        -25.75567    -85.63091     -8.98452   20091788.92496     19.52877     70.33183
  4      0.83333    307.19404      5.25218        -25.75567    -37.69208    -42.23296   19999721.96568     19.52877     57.94967
  4      0.83333    307.19404      5.25218        -25.75567    -84.99659     49.75426   20334131.90103     19.52877     78.57936
  4      0.83333    307.19404      5.25218        -25.75567    -18.71311      6.67892   20260780.25771     19.52877     61.60225
  4      0.83333    307.19404      5.25218        -25.75567     -9.74870     52.93043   19940822.25516     19.52877     99.85400
  4      0.83333    307.19404      5.25218        -25.75567    -10.49647     15.33950   20259089.22300     19.52877     73.89406
  4      0.83333    307.19404      5.25218        -25.75567    -61.69013    -20.69768   20119033.19745     19.52877     55.59674
  4      0.83333    307.19404      5.25218        -25.75567    -42.61731     31.37049   20200959.72734     19.52877     61.13563
  4      0.83333    307.19404      5.25218        -25.75567    -87.42578     55.13814   20357707.17366     19.52877     82.01507
  4      0.83333    307.19404      5.25218        -25.75567     -4.10763    -44.53442   20269331.23672     19.52877     70.23579
