vTEC sTEC IonoDelay err_vTEC err_sTEC 
15.814190 20.855018 3.386280 0.000000 -0.000000 
17.945927 21.343759 3.465638 0.000000 0.000000 
20.126770 22.260614 3.614510 -0.000000 0.000000 
22.299010 23.645300 3.839345 -0.000000 -0.000000 
24.407996 25.577828 4.153134 0.000000 -0.000000 
26.398359 28.179924 4.575643 0.000000 0.000000 
28.211488 31.623227 5.134741 -0.000000 -0.000000 
31.382209 40.773784 6.620539 0.000000 -0.000000 
32.214387 46.360597 7.527684 0.000000 0.000000 
32.812899 53.653471 8.711845 -0.000000 -0.000000 
33.198423 63.049318 10.237472 0.000000 0.000000 
33.408974 74.505413 12.097626 -0.000000 0.000000 
33.491591 86.242833 14.003460 -0.000000 0.000000 
33.415525 93.136962 15.122876 -0.000000 0.000000 
10.959485 28.736806 4.666065 0.000000 -0.000000 
12.198729 27.886697 4.528031 0.000000 -0.000000 
13.759522 26.793327 4.350498 -0.000000 -0.000000 
15.582748 26.053164 4.230316 0.000000 0.000000 
17.582346 25.774257 4.185029 0.000000 -0.000000 
19.670459 25.926631 4.209771 0.000000 0.000000 
21.766392 26.478747 4.299419 -0.000000 -0.000000 
23.799751 27.430379 4.453938 -0.000000 0.000000 
25.711649 28.816590 4.679020 -0.000000 -0.000000 
27.455131 30.707957 4.986126 0.000000 -0.000000 
28.995181 33.214383 5.393101 0.000000 -0.000000 
30.308374 36.494856 5.925759 0.000000 -0.000000 
30.580530 43.620755 7.082809 -0.000000 -0.000000 
31.354134 49.906581 8.103454 0.000000 0.000000 
31.945204 58.277734 9.462698 -0.000000 -0.000000 
32.375272 68.989060 11.201923 0.000000 0.000000 
32.697367 81.139528 13.174824 0.000000 -0.000000 
33.014167 90.889349 14.757926 -0.000000 0.000000 
12.726155 33.473118 5.435112 -0.000000 0.000000 
13.951968 32.011164 5.197731 -0.000000 -0.000000 
15.589943 30.541901 4.959163 0.000000 -0.000000 
17.509143 29.617134 4.809007 0.000000 0.000000 
19.564617 29.274194 4.753323 -0.000000 -0.000000 
21.630189 29.450191 4.781900 -0.000000 0.000000 
23.606532 30.112971 4.889517 -0.000000 0.000000 
25.423275 31.285389 5.079885 0.000000 -0.000000 
27.038316 33.046857 5.365899 0.000000 0.000000 
28.434180 35.536332 5.770121 -0.000000 0.000000 
29.611462 38.962502 6.326437 0.000000 -0.000000 
29.466203 47.294903 7.679389 0.000000 0.000000 
30.397759 55.099172 8.946587 -0.000000 -0.000000 
31.119313 65.450216 10.627312 0.000000 0.000000 
31.659382 77.724647 12.620341 -0.000000 0.000000 
32.087289 88.096631 14.304466 -0.000000 -0.000000 
13.293010 36.704069 5.959730 -0.000000 0.000000 
14.155582 35.201808 5.715804 -0.000000 -0.000000 
15.638425 33.362470 5.417146 -0.000000 0.000000 
17.523164 32.162318 5.222274 -0.000000 -0.000000 
19.584359 31.738872 5.153518 -0.000000 -0.000000 
21.650181 32.037580 5.202020 0.000000 0.000000 
23.605583 33.048355 5.366142 0.000000 -0.000000 
25.384719 34.850920 5.658829 -0.000000 0.000000 
26.958599 37.620425 6.108521 0.000000 0.000000 
28.319450 41.635924 6.760527 0.000000 -0.000000 
28.252126 52.165815 8.470291 -0.000000 0.000000 
29.257803 61.489607 9.984218 -0.000000 -0.000000 
30.138597 73.375234 11.914116 -0.000000 -0.000000 
30.969935 84.666247 13.747466 -0.000000 -0.000000 
14.270155 38.016772 6.172876 -0.000000 0.000000 
15.634695 36.500185 5.926624 -0.000000 0.000000 
17.540269 35.408671 5.749393 -0.000000 0.000000 
19.670925 35.218644 5.718537 0.000000 0.000000 
21.799563 35.998121 5.845103 0.000000 -0.000000 
23.781875 37.818024 6.140605 -0.000000 0.000000 
25.536339 40.866451 6.635586 -0.000000 0.000000 
27.026360 45.481369 7.384921 -0.000000 -0.000000 
25.951289 55.895325 9.075861 0.000000 -0.000000 
27.148685 66.175995 10.745158 -0.000000 -0.000000 
28.629731 77.941349 12.655528 0.000000 0.000000 
14.752127 40.997443 6.656855 -0.000000 -0.000000 
15.957513 40.560407 6.585893 -0.000000 -0.000000 
17.759121 39.783135 6.459685 0.000000 0.000000 
19.769080 39.857290 6.471726 0.000000 -0.000000 
21.696953 41.168066 6.684560 0.000000 0.000000 
23.377501 43.965429 7.138774 -0.000000 -0.000000 
24.767810 48.662197 7.901400 0.000000 0.000000 
22.996442 57.350964 9.312216 0.000000 -0.000000 
24.863366 67.688080 10.990679 -0.000000 0.000000 
16.321576 44.296435 7.192520 0.000000 -0.000000 
17.595296 43.706893 7.096795 0.000000 -0.000000 
19.050780 43.869599 7.123214 -0.000000 0.000000 
20.422668 45.760011 7.430165 0.000000 -0.000000 
21.665046 50.010508 8.120329 0.000000 0.000000 
20.854688 57.392613 9.318979 0.000000 0.000000 
