vTEC sTEC IonoDelay  
34.023067 48.464410 7.869285 
26.552876 49.028007 7.960797 
24.237840 57.040490 9.261804 
21.842186 60.506577 9.824601 
16.171131 42.084240 6.833321 
19.277564 40.019631 6.498085 
22.897865 37.964543 6.164396 
25.848862 37.329114 6.061220 
27.566419 38.718538 6.286824 
27.814836 42.558717 6.910363 
21.986033 43.708379 7.097036 
19.401269 49.543543 8.044506 
14.307137 36.469274 5.921605 
17.834224 35.379158 5.744600 
21.094542 35.043199 5.690050 
22.685277 37.716994 6.124201 
17.587182 38.145092 6.193712 
14.453127 39.014973 6.334957 
11.081518 30.512167 4.954335 
14.261253 32.453827 5.269607 
17.466865 33.657038 5.464976 
13.741547 32.707417 5.310783 
7.867818 20.404501 3.313129 
45.649845 126.713065 20.574710 
43.116328 118.074647 19.172069 
39.770328 107.961920 17.530041 
35.913285 97.573932 15.843318 
31.937949 87.646509 14.231378 
28.278856 78.657273 12.771774 
47.138682 129.697044 21.059226 
46.958181 124.577652 20.227978 
45.700225 116.284586 18.881413 
43.567020 106.935483 17.363376 
40.693237 97.579536 15.844228 
37.260416 88.719848 14.405659 
33.544710 80.688816 13.101640 
29.901224 73.818876 11.986152 
26.700987 68.450401 11.114459 
24.238541 64.784125 10.519157 
22.628957 62.573373 10.160192 
42.459969 117.136492 19.019739 
44.205391 116.728821 18.953544 
44.798413 111.383463 18.085605 
44.530114 103.856987 16.863513 
43.557205 95.830109 15.560169 
41.936027 88.039627 14.295210 
39.702360 80.722327 13.107082 
36.935973 73.943109 12.006324 
33.794909 67.772875 11.004448 
30.518644 62.370592 10.127266 
27.402910 58.009261 9.419106 
24.751479 55.055583 8.939510 
22.812457 53.882897 8.749098 
21.707856 54.666821 8.876385 
21.365729 57.017625 9.258091 
21.469734 59.563464 9.671465 
35.076562 97.102270 15.766733 
37.514049 98.772976 16.038010 
38.806293 94.591981 15.359131 
39.219055 87.595156 14.223040 
39.009134 80.049085 12.997766 
38.290887 72.978143 11.849640 
37.070819 66.632253 10.819242 
35.325400 60.946446 9.896024 
33.069122 55.800532 9.060469 
30.399103 51.142704 8.304166 
27.512767 47.048125 7.639319 
24.696340 43.748039 7.103476 
22.283282 41.636042 6.760546 
20.586002 41.234450 6.695339 
19.809619 43.072258 6.993748 
19.960169 47.379538 7.693132 
20.763344 53.496517 8.686360 
21.631321 59.192898 9.611296 
28.941127 80.354323 13.047328 
30.795679 80.899724 13.135886 
31.729797 75.900314 12.324120 
31.884513 68.312714 11.092103 
31.565448 60.649407 9.847793 
30.951591 53.978160 8.764566 
30.060641 48.431149 7.863884 
28.825863 43.788445 7.110037 
27.183739 39.788269 6.460519 
25.141005 36.254717 5.886767 
22.815243 33.150671 5.382756 
20.446519 30.611231 4.970420 
18.374664 28.973360 4.704475 
16.975812 28.788456 4.674452 
16.557909 30.772321 4.996577 
17.227770 35.593285 5.779369 
18.757195 43.319008 7.033813 
20.501229 52.400584 8.508411 
21.501197 58.946601 9.571304 
26.279232 70.519875 11.450485 
26.537029 64.755517 10.514512 
26.144602 56.275748 9.137631 
25.401037 47.939181 7.784002 
24.560730 41.053223 6.665912 
23.678515 35.709246 5.798198 
22.660548 31.538409 5.120969 
21.374975 28.136657 4.568618 
19.748718 25.220319 4.095085 
17.828880 22.667160 3.680522 
15.806061 20.530406 3.333572 
14.001225 19.061883 3.095125 
12.813482 18.746367 3.043893 
12.620073 20.311589 3.298042 
13.625134 24.619154 3.997472 
15.680730 32.246806 5.235993 
18.153808 42.512289 6.902824 
20.005981 52.222183 8.479444 
20.347063 56.488265 9.172138 
24.539188 67.718591 10.995633 
24.370011 62.502980 10.148762 
23.541429 53.345824 8.661892 
22.340233 43.703302 7.096212 
21.131906 35.734460 5.802292 
20.081711 29.828082 4.843259 
19.108392 25.521808 4.144038 
18.000802 22.212396 3.606681 
16.571736 19.445827 3.157466 
14.779082 16.990060 2.758718 
12.780635 14.834385 2.408695 
10.916366 13.181895 2.140377 
9.633272 12.461563 2.023415 
9.369682 13.351282 2.167880 
10.400969 16.740139 2.718137 
12.651932 23.449436 3.807542 
15.542300 33.429800 5.428078 
18.054271 44.471272 7.220909 
19.281757 52.184877 8.473386 
23.856889 64.348631 10.448445 
23.181914 56.920199 9.242272 
21.787991 46.435931 7.539916 
20.153159 36.548005 5.934389 
18.711991 29.016891 4.711544 
17.588110 23.792688 3.863277 
16.584552 20.125611 3.267845 
15.364589 17.270886 2.804316 
13.692923 14.755202 2.395838 
11.616094 12.432405 2.018680 
9.498390 10.463029 1.698908 
7.905595 9.281039 1.506985 
7.400917 9.571370 1.554127 
8.330059 12.226766 1.985290 
10.634430 18.139447 2.945346 
13.737105 27.551857 4.473663 
16.657164 38.915652 6.318830 
18.538196 48.578134 7.887751 
19.252156 53.426585 8.675005 
22.786290 59.630251 9.682310 
22.134175 52.396450 8.507740 
20.544967 41.951550 6.811776 
18.622043 32.072697 5.207722 
16.966044 24.752222 4.019079 
15.766956 19.926705 3.235548 
14.727910 16.661939 2.705440 
13.347179 14.049469 2.281247 
11.357826 11.599806 1.883489 
9.019261 9.331907 1.515245 
7.054500 7.716654 1.252972 
6.283346 7.564515 1.228269 
7.194320 9.877361 1.603811 
9.677708 15.571674 2.528411 
13.008323 24.841954 4.033649 
16.130116 36.158770 5.871188 
18.229827 46.137144 7.491401 
19.175747 51.939784 8.433590 
19.438020 54.006769 8.769211 
21.052405 58.696045 9.530621 
22.308748 61.276835 9.949670 
20.477184 46.808332 7.600383 
19.142750 38.121823 6.189934 
17.068437 28.639123 4.650205 
15.163071 21.375838 3.470847 
13.867780 16.799491 2.727775 
12.793917 13.844691 2.247996 
11.187704 11.349927 1.842915 
8.834696 8.861674 1.438892 
6.498937 6.802986 1.104617 
5.436782 6.249129 1.014686 
6.453688 8.506697 1.381253 
9.317025 14.516847 2.357136 
12.904676 23.979795 3.893658 
15.912844 34.539229 5.608219 
17.665287 42.709680 6.934875 
18.529258 47.266165 7.674723 
19.487285 50.135661 8.140650 
20.483235 50.959121 8.274357 
16.904599 33.017345 5.361107 
15.297899 25.891788 4.204113 
13.297699 19.062510 3.095226 
11.875681 14.570637 2.365870 
10.904949 11.875060 1.928183 
9.405785 9.582700 1.555966 
7.048238 7.140194 1.159371 
4.976109 5.330973 0.865603 
4.792383 5.735090 0.931221 
6.964327 9.689402 1.573292 
10.401011 17.092881 2.775413 
13.438662 25.656063 4.165838 
15.201870 32.147096 5.219803 
16.255212 35.739210 5.803063 
17.138679 36.678190 5.955527 
12.305660 20.694485 3.360214 
10.493805 14.994308 2.434662 
9.080687 10.924681 1.773867 
8.024496 8.591905 1.395089 
5.602639 5.860742 0.951623 
3.635309 4.107304 0.666913 
5.087130 6.700695 1.088008 
8.705218 13.675295 2.220491 
11.138271 19.882620 3.228390 
12.328918 22.590579 3.668088 
6.926877 10.234614 1.661819 
6.046706 7.551734 1.226194 
5.106208 5.678800 0.922081 
2.610827 3.036904 0.493109 
4.214341 5.779882 0.938494 
6.370471 9.880535 1.604327 
1.696512 2.256562 0.366404 
1.614246 1.982560 0.321913 
27.203589 75.039563 12.184357 
28.393197 76.346088 12.396501 
31.410128 83.578071 13.570776 
36.350927 97.953297 15.904917 
43.047947 119.043006 19.329304 
27.391566 74.886522 12.159508 
26.992969 69.278698 11.248952 
27.646807 66.624928 10.818053 
30.021152 69.624536 11.305106 
34.261386 79.167923 12.854689 
40.130632 95.729710 15.543867 
47.264771 119.653444 19.428423 
55.288084 149.511417 24.276535 
27.967206 74.200007 12.048037 
26.773717 64.735472 10.511257 
26.256833 57.727043 9.373281 
27.072567 55.232698 8.968268 
29.630198 57.822037 9.388706 
33.995497 65.650764 10.659875 
39.919365 78.981176 12.824367 
46.955646 98.374709 15.973342 
54.601870 124.493361 20.214292 
62.339738 156.745855 25.451208 
69.379199 189.317165 30.739891 
30.402619 84.007755 13.640545 
29.024776 74.291266 12.062855 
27.150006 62.138863 10.089639 
25.570775 52.235212 8.481559 
24.902782 46.172813 7.497193 
25.608258 44.184286 7.174311 
27.966400 46.181259 7.498564 
32.041284 52.136706 8.465565 
37.673140 62.207691 10.100815 
44.506796 76.785739 12.467888 
52.054404 96.504329 15.669644 
59.764650 122.068038 19.820486 
67.043596 153.420408 24.911247 
73.163796 187.243570 30.403197 
77.143659 213.148545 34.609451 
29.947848 80.928961 13.140633 
29.392507 72.235986 11.729134 
27.747319 60.384971 9.804856 
25.827676 49.763525 8.080225 
24.276313 42.001055 6.819814 
23.582125 37.391376 6.071329 
24.095161 35.821612 5.816443 
26.024688 37.145791 6.031453 
29.434590 41.312641 6.708035 
34.244147 48.409342 7.860343 
40.237597 58.681387 9.528240 
47.084282 72.545981 11.779468 
54.368064 90.586449 14.708743 
61.618080 113.454576 18.421897 
68.325753 141.454810 22.968364 
73.938578 173.303100 28.139648 
77.877573 203.675879 33.071351 
79.746179 222.063348 36.056969 
24.623155 68.444576 11.113513 
26.608406 68.641641 11.145511 
26.747758 60.731065 9.861052 
25.624714 50.446417 8.191108 
24.011058 41.347902 6.713760 
22.604360 34.721144 5.637757 
21.982425 30.837902 5.007226 
22.579408 29.658453 4.815716 
24.657763 31.101892 5.050090 
28.293564 35.149131 5.707250 
33.385052 41.895783 6.802721 
39.680609 51.592345 8.377175 
46.815974 64.680079 10.502263 
54.351828 81.814403 13.284405 
61.805834 103.826369 16.858542 
68.673561 131.441817 21.342530 
74.435279 164.252274 26.670044 
78.562766 198.100668 32.166090 
80.527337 221.860604 36.024049 
18.943520 52.684340 8.554485 
20.979439 53.574994 8.699103 
21.688241 47.719746 7.748372 
21.206242 39.585433 6.427584 
20.111636 32.260114 5.238154 
19.074951 26.937071 4.373838 
18.751762 23.975231 3.892917 
19.709567 23.488219 3.813840 
22.336988 25.548549 4.148380 
26.767415 30.258495 4.913146 
32.856132 37.799697 6.137629 
40.222238 48.495209 7.874286 
48.333216 62.884978 10.210788 
56.593776 81.791921 13.280754 
64.404888 106.286421 17.257986 
71.167421 137.201109 22.277680 
76.195789 173.125713 28.110846 
78.471557 205.200455 33.318900 
16.363914 42.200700 6.852231 
16.702278 36.620097 5.946095 
16.218458 29.572404 4.801744 
15.262978 23.477641 3.812122 
14.370510 19.183727 3.114909 
14.159341 16.948708 2.752003 
15.256099 16.937856 2.750241 
18.171646 19.362173 3.143883 
23.148808 24.496490 3.977555 
30.053446 32.686085 5.307320 
38.374361 44.386523 7.207148 
47.335143 60.241702 9.781593 
56.048196 81.142801 13.175355 
63.606266 108.022285 17.539843 
69.007291 140.506643 22.814407 
70.835297 172.234909 27.966204 
67.002893 183.758145 29.837260 
14.163812 37.522484 6.092618 
14.003834 31.519047 5.117825 
13.147002 24.186695 3.927253 
11.890693 18.089894 2.937300 
10.712821 13.911463 2.258838 
10.197523 11.739316 1.906142 
10.968555 11.646340 1.891045 
13.579297 13.845185 2.248077 
18.342426 18.701200 3.036560 
25.149025 26.701454 4.335580 
33.385866 38.429715 6.239927 
42.020631 54.559583 8.858973 
49.788219 75.731993 12.296789 
55.296770 101.709746 16.514860 
56.919566 128.086636 20.797741 
52.886690 140.089771 22.746719 
12.994630 35.568539 5.775351 
12.956794 30.756971 4.994085 
12.011195 23.067425 3.745514 
10.480171 16.295418 2.645927 
8.893085 11.571745 1.878933 
7.911558 8.999364 1.461249 
8.203443 8.549843 1.388259 
10.300912 10.323935 1.676323 
14.449749 14.624216 2.374570 
20.443235 21.937124 3.561984 
27.516724 32.844114 5.332979 
34.417445 47.848573 7.769290 
39.622825 66.834422 10.852069 
41.553536 87.105267 14.143495 
39.001227 99.298480 16.123337 
11.983786 30.475322 4.948353 
11.485977 23.809392 3.865989 
10.021779 16.495823 2.678467 
8.172253 10.993934 1.785112 
6.788095 7.842367 1.273384 
6.736726 7.072956 1.148453 
8.580560 8.688126 1.410712 
12.376228 12.837682 2.084486 
17.609779 19.864981 3.225526 
23.236908 30.189132 4.901883 
27.881508 43.925637 7.132313 
30.188681 59.726741 9.697977 
29.334565 72.051749 11.699219 
25.829186 71.632448 11.631136 
9.993703 26.980608 4.380907 
10.514220 24.118227 3.916136 
9.605531 17.368526 2.820170 
7.764105 11.172325 1.814078 
6.066554 7.324370 1.189276 
5.806328 6.302835 1.023407 
7.747474 8.154168 1.324012 
11.673121 12.866769 2.089209 
16.519193 20.547339 3.336322 
20.847054 31.289899 5.080617 
23.361432 44.355900 7.202176 
23.298667 55.710759 9.045892 
20.578135 56.491799 9.172712 
5.694207 15.820671 2.568841 
7.922799 20.598272 3.344592 
8.678100 18.995958 3.084420 
7.858575 13.635904 2.214095 
6.087763 8.525889 1.384369 
4.861828 5.857343 0.951071 
5.692251 6.411266 1.041013 
8.853770 10.199961 1.656193 
13.169573 16.942154 2.750939 
16.914903 26.208811 4.255589 
18.755618 36.626276 5.947098 
17.967090 43.398699 7.046753 
14.294822 38.878032 6.312721 
6.585029 17.175784 2.788874 
3.421427 8.924279 1.449057 
5.942033 13.859657 2.250427 
6.258667 11.578581 1.880043 
4.651986 6.750289 1.096061 
4.073919 5.114896 0.830518 
6.945385 8.719867 1.415866 
11.432700 16.588343 2.693490 
13.888402 25.691427 4.171580 
12.259008 28.592142 4.642576 
3.443141 7.746867 1.257878 
3.010559 6.453498 1.047870 
3.615874 6.116227 0.993107 
3.128780 4.396608 0.713888 
6.641323 9.822718 1.594939 
8.549158 16.062231 2.608064 
4.221503 8.006297 1.300002 
2.198222 3.548594 0.576194 
31.748715 88.201735 14.321532 
22.695605 63.097099 10.245230 
27.738670 71.347351 11.584844 
35.313683 89.704613 14.565558 
42.077313 115.379594 18.734467 
20.617156 54.546937 8.856920 
24.511770 56.338260 9.147781 
30.952077 66.109155 10.734305 
38.362611 85.376979 13.862869 
44.571868 113.168914 18.375514 
18.822324 52.407150 8.509477 
19.564064 47.682254 7.742284 
22.406254 45.784134 7.434082 
27.488247 50.231686 8.156242 
34.036741 61.095479 9.920222 
40.757586 79.150755 12.851902 
46.366989 105.608835 17.147965 
49.892011 134.510908 21.840865 
19.832713 52.903356 8.590047 
20.048147 44.461631 7.219344 
22.005260 40.354754 6.552500 
25.856279 41.610930 6.756469 
31.167303 47.439032 7.702792 
37.174282 57.827052 9.389520 
43.035388 73.869997 11.994452 
48.028249 97.492467 15.830090 
51.627382 128.093662 20.798881 
22.753755 60.867354 9.883181 
22.277040 49.947094 8.110032 
22.946415 42.125617 6.840040 
25.128351 39.218312 6.367973 
28.693346 40.186825 6.525233 
33.239237 44.232653 7.182164 
38.278369 51.260214 8.323246 
43.344252 61.863446 10.044919 
48.049974 77.369582 12.562688 
52.117130 99.756271 16.197670 
55.373000 129.767623 21.070687 
57.747861 158.206970 25.688453 
26.020921 70.753870 11.488479 
25.563309 58.915948 9.566327 
25.873584 48.350716 7.850824 
27.589846 42.873579 6.961488 
30.769744 41.624539 6.758678 
35.065162 43.394276 7.046035 
39.978682 47.568891 7.723877 
45.050682 54.156641 8.793546 
49.945967 63.745845 10.350569 
54.464591 77.571822 12.595527 
58.518170 97.666568 15.858360 
62.096069 126.492309 20.538866 
65.227280 162.910445 26.452168 
27.141783 70.197230 11.398096 
27.189279 58.368622 9.477456 
28.123593 49.327307 8.009396 
30.501417 44.920254 7.293812 
34.402658 44.240405 7.183423 
39.529293 46.246203 7.509109 
45.378395 50.310638 8.169061 
51.420945 56.257044 9.134594 
57.236695 64.338279 10.446764 
62.576049 75.261869 12.220454 
67.354216 90.299832 14.662205 
71.604026 111.468359 18.099390 
75.411746 141.445165 22.966798 
78.843734 181.357374 29.447441 
81.861741 221.283816 35.930395 
26.059945 72.068209 11.701891 
26.103496 63.874461 10.371453 
26.420533 53.544882 8.694214 
27.711795 46.472266 7.545816 
30.444143 43.355605 7.039756 
34.757355 43.450416 7.055150 
40.499699 45.988330 7.467238 
47.299468 50.465916 8.194274 
54.665143 56.667161 9.201186 
62.098022 64.659800 10.498970 
69.188479 74.815931 12.148046 
75.671188 87.874713 14.268432 
81.431009 105.061873 17.059153 
86.466942 128.249051 20.824112 
90.827479 159.933345 25.968769 
94.525848 201.896794 32.782477 
97.443882 248.887939 40.412544 
24.451412 65.649048 10.659597 
24.381615 56.821299 9.226213 
24.669503 48.019910 7.797110 
25.864045 42.286899 6.866227 
28.331487 39.812163 6.464398 
32.228874 40.024236 6.498833 
37.526410 42.378779 6.881146 
44.034925 46.517434 7.553150 
51.441990 52.271527 8.487456 
59.361120 59.650428 9.685586 
67.390239 68.846932 11.178845 
75.168099 80.268270 13.033355 
82.415157 94.599132 15.360293 
88.949169 112.901081 18.332025 
94.672569 136.727558 22.200788 
99.534203 168.103332 27.295349 
103.469871 208.692233 33.885869 
106.331438 255.999756 41.567307 
107.860768 294.677305 47.847475 
23.060730 62.521375 10.151749 
22.946973 54.011324 8.769951 
23.160409 45.188961 7.337442 
24.308765 39.526762 6.418057 
26.797502 37.241287 6.046959 
30.793271 37.707206 6.122611 
36.259375 40.359383 6.553252 
42.998620 44.863629 7.284617 
50.696871 51.113841 8.299479 
58.968351 59.212830 9.614532 
67.403451 69.475489 11.280905 
75.615890 82.468433 13.390601 
83.280988 99.096158 16.090486 
90.154643 120.732535 19.603637 
96.065192 149.326832 24.246563 
100.875267 187.083032 30.377130 
104.417142 234.086722 38.009234 
106.435800 280.279994 45.509749 
20.684022 57.350046 9.312067 
20.643743 50.534140 8.205352 
20.974184 42.146595 6.843446 
22.368166 36.901879 5.991848 
25.321571 35.307419 5.732952 
30.016170 36.681444 5.956056 
36.340497 40.394785 6.559000 
43.959533 46.108772 7.486794 
52.407878 53.792140 8.734361 
61.180900 63.718976 10.346206 
69.805789 76.498313 12.421218 
77.886524 93.163386 15.127167 
85.121910 115.332790 18.726867 
91.294085 145.352033 23.601165 
96.222079 185.777296 30.165114 
99.680279 235.421747 38.226005 
101.345822 277.084724 44.990925 
16.710028 42.930010 6.970651 
17.111090 36.058777 5.854952 
18.728154 31.973349 5.191591 
22.161969 31.646697 5.138552 
27.671096 34.505066 5.602672 
35.109119 39.974040 6.490683 
43.975377 47.785945 7.759121 
53.562964 58.048265 9.425439 
63.141686 71.312987 11.579264 
72.101485 88.702182 14.402790 
80.014806 112.114202 18.204257 
86.614835 144.372712 23.442151 
91.703609 188.200338 30.558550 
95.016347 239.135100 38.828951 
12.525973 33.757895 5.481352 
12.760676 28.640357 4.650405 
14.231473 25.629496 4.161524 
17.632642 26.321095 4.273821 
23.346950 30.402310 4.936498 
31.277654 37.506224 6.089977 
40.829578 47.593198 7.727824 
51.074885 61.083821 9.918330 
61.034339 79.057889 12.836823 
69.922235 103.550760 16.813790 
77.240201 137.685615 22.356350 
82.705497 183.629289 29.816337 
86.088010 230.585325 37.440704 
9.554136 26.605060 4.319929 
9.560173 23.081770 3.747844 
10.677698 20.647738 3.352624 
13.645920 21.735570 3.529258 
18.905440 26.354016 4.279166 
26.370557 34.391142 5.584174 
35.376212 46.173487 7.497302 
44.855911 62.681663 10.177775 
53.706085 85.889204 13.946040 
61.120670 118.815431 19.292352 
66.722887 161.903710 26.288702 
70.451555 196.406058 31.890932 
7.807196 20.270353 3.291347 
8.671011 18.270252 2.966586 
11.292899 19.586052 3.180235 
16.041237 24.607329 3.995552 
22.652743 33.430106 5.428128 
30.290220 46.853835 7.607772 
37.837890 66.695581 10.829525 
44.370308 95.511060 15.508365 
49.527080 130.659021 21.215425 
7.028130 19.296923 3.133289 
7.786969 18.029466 2.927488 
10.389603 20.000175 3.247477 
15.002831 26.158700 4.247452 
20.938445 36.853385 5.983974 
27.074001 53.530171 8.691825 
32.455123 77.809335 12.634092 
36.760012 102.269838 16.605804 
7.060688 19.177846 3.113954 
8.645760 20.257531 3.289265 
12.236138 25.602465 4.157135 
17.126695 35.782059 5.810020 
22.061137 51.497816 8.361826 
26.139967 70.809337 11.497485 
8.071544 21.954365 3.564784 
11.405801 28.138517 4.568920 
16.508254 41.703805 6.771549 
20.922676 58.295242 9.465541 
13.356159 36.768136 5.970132 
38.003769 73.773136 11.978725 
41.197741 83.991022 13.637828 
27.207628 62.775181 10.192960 
29.661996 55.705950 9.045111 
40.094169 65.899855 10.700321 
46.185702 100.242590 16.276635 
37.243865 96.531279 15.674020 
26.843147 71.322124 11.580748 
24.737586 58.872558 9.559281 
26.254449 48.524120 7.878980 
34.171447 50.687401 8.230237 
43.987925 62.554682 10.157157 
48.736949 81.157983 13.177820 
50.435483 117.615538 19.097523 
44.460447 121.156863 19.672536 
24.006387 65.909271 10.701850 
22.467455 53.661153 8.713093 
23.697881 43.867260 7.122834 
29.400394 42.893308 6.964691 
38.326747 48.755814 7.916601 
46.832736 59.149050 9.604176 
52.076140 74.444117 12.087674 
53.184146 95.682591 15.536216 
53.733549 134.857015 21.897064 
21.669372 60.053424 9.751021 
20.594093 49.753475 8.078593 
21.610463 40.772928 6.620400 
25.834961 38.272670 6.214427 
32.997341 41.058809 6.666819 
41.322348 47.182777 7.661183 
48.709468 56.127121 9.113498 
53.838394 68.806319 11.172250 
56.291351 86.960707 14.120023 
56.120573 111.273306 18.067719 
56.165514 150.202379 24.388728 
19.808112 55.224325 8.966909 
19.105010 47.186641 7.661810 
19.991279 39.099916 6.348749 
23.205094 35.718602 5.799717 
28.798959 36.607375 5.944029 
35.931564 40.267799 6.538381 
43.297755 45.926018 7.457120 
49.724411 53.689670 8.717723 
54.528173 64.422463 10.460433 
57.479539 79.610641 12.926575 
58.577626 100.941782 16.390164 
57.986876 127.924409 20.771399 
57.921891 161.090212 26.156612 
18.265281 46.525496 7.554459 
19.175986 39.490248 6.412128 
21.720394 35.445133 5.755313 
26.076776 34.880818 5.663684 
31.868379 36.763450 5.969371 
38.349102 40.335331 6.549346 
44.693139 45.385862 7.369413 
50.241261 52.192463 8.474618 
54.615217 61.473763 9.981645 
57.675613 74.398263 12.080228 
59.402941 92.539972 15.025942 
59.839324 117.112346 19.015818 
59.187658 144.970312 23.539184 
18.260784 50.417787 8.186459 
19.096969 46.297618 7.517458 
20.741971 40.958433 6.650521 
23.516823 37.717823 6.124335 
27.478891 36.887127 5.989453 
32.356448 37.840800 6.144303 
37.712066 40.103363 6.511681 
43.083450 43.515709 7.065752 
48.076451 48.193863 7.825356 
52.417273 54.496596 8.848746 
55.958268 63.037177 10.235501 
58.638950 74.730134 12.134115 
60.426144 90.804048 14.744076 
61.274078 112.440716 18.257274 
61.163283 138.771751 22.532709 
60.302145 161.471011 26.218443 
20.391292 55.598890 9.027728 
22.265346 52.594854 8.539955 
24.762006 47.857450 7.770731 
28.202828 44.792302 7.273036 
32.527432 43.733764 7.101158 
37.405327 44.184180 7.174293 
42.447861 45.794052 7.435692 
47.327111 48.495175 7.874280 
51.813566 52.449255 8.516314 
55.772379 58.010769 9.419351 
59.139646 65.738114 10.674058 
61.882724 76.442321 12.412127 
63.945804 91.221301 14.811826 
65.189382 111.262549 18.065972 
65.358546 136.601066 22.180249 
64.228182 162.051634 26.312720 
23.552271 65.645492 10.659019 
26.022006 66.097323 10.732384 
28.928475 62.007560 10.068319 
32.723237 58.293913 9.465325 
37.429192 56.408808 9.159236 
42.726804 56.103807 9.109713 
48.189449 56.959290 9.248619 
53.447391 58.789090 9.545728 
58.260486 61.654131 10.010932 
62.520831 65.809178 10.685597 
66.215864 71.672504 11.637640 
69.376088 79.833996 12.962841 
72.018200 91.088158 14.790207 
74.083422 106.437227 17.282473 
75.366788 126.870704 20.600307 
75.445833 152.285342 24.726944 
73.709018 178.160097 28.928291 
69.889447 191.422351 31.081716 
29.750882 80.267046 13.033157 
32.598028 77.651726 12.608501 
36.476646 73.848898 11.991026 
41.537973 71.604807 11.626648 
47.532920 71.187094 11.558823 
54.027236 72.182592 11.720464 
60.562272 74.250850 12.056292 
66.760064 77.285705 12.549069 
72.375640 81.405005 13.217930 
77.300536 86.914222 14.112475 
81.529752 94.286002 15.309449 
85.107951 104.163724 16.913319 
88.067057 117.375990 19.058627 
90.359604 134.906779 21.905144 
91.783972 157.636543 25.595831 
91.894734 185.295338 30.086858 
89.930975 213.430721 34.655269 
85.033048 228.924942 37.171103 
34.673091 90.570205 14.706106 
37.819445 87.245049 14.166192 
42.355813 84.686355 13.750731 
48.148328 84.011577 13.641165 
54.865098 85.108249 13.819235 
62.096809 87.622919 14.227548 
69.433371 91.313712 14.826831 
76.520762 96.127271 15.608420 
83.097489 102.197419 16.594045 
89.006090 109.832225 17.833727 
94.179961 119.509450 19.405042 
98.610866 131.883426 21.414235 
102.304379 147.790349 23.997081 
105.228041 168.198730 27.310839 
107.250353 193.933095 31.489391 
108.057478 224.683035 36.482334 
107.031358 256.298215 41.615768 
103.174271 276.477438 44.892318 
36.091607 99.297055 16.123106 
38.641055 97.084927 15.763917 
42.994819 94.765336 15.387280 
48.949856 94.328235 15.316306 
56.098569 96.048647 15.595654 
63.972811 99.682440 16.185682 
72.109257 105.031872 17.054282 
80.096794 112.104102 18.202617 
87.612673 121.142285 19.670169 
94.440074 132.636532 21.536518 
100.462176 147.343118 23.924463 
105.634292 166.303149 27.003049 
109.939458 190.790482 30.979118 
113.327877 221.931413 36.035547 
115.616480 259.217154 42.089724 
116.270384 296.367071 48.121847 
114.022725 315.678220 51.257445 
39.883462 106.502680 17.293101 
44.301654 105.800270 17.179049 
50.617956 106.382902 17.273652 
58.231466 109.258418 17.740557 
66.526730 114.543288 18.598674 
74.955054 122.306579 19.859219 
83.077818 132.878965 21.575883 
90.589205 146.949136 23.860491 
97.318294 165.615188 26.891343 
103.211087 190.379923 30.912454 
108.297539 222.832984 36.181937 
112.635607 263.112893 42.722284 
116.126792 305.126375 49.544116 
42.274243 117.282836 19.043501 
46.828252 120.380772 19.546521 
53.510071 123.395289 20.035995 
61.530732 128.575043 20.877044 
70.072447 136.801983 22.212873 
78.467664 148.707766 24.146044 
86.271651 165.263825 26.834292 
93.264293 187.908678 30.511192 
99.419554 218.231743 35.434822 
104.881450 256.398638 41.632074 
109.945605 296.521050 48.146849 
50.480791 137.314981 22.296170 
57.287213 144.683976 23.492691 
65.533674 154.348759 25.061986 
74.221646 168.398219 27.343231 
82.558897 188.261392 30.568463 
90.105734 215.204247 34.943240 
96.741615 248.851197 40.406578 
102.634805 282.752693 45.911247 
61.753886 167.902117 27.262678 
69.994619 184.866406 30.017211 
78.816975 207.942446 33.764124 
87.366172 236.981940 38.479338 
32.381219 41.255804 6.698806 
39.172570 46.672565 7.578339 
28.959411 40.566577 6.586894 
27.967058 39.083524 6.346087 
40.276705 47.879366 7.774290 
44.471692 50.821864 8.252070 
35.624740 47.739004 7.751499 
29.006452 45.811309 7.438494 
26.300727 44.438520 7.215591 
25.809093 40.565409 6.586705 
34.587978 46.046065 7.476612 
44.739417 50.901634 8.265023 
48.402911 51.804201 8.411575 
48.423881 54.431635 8.838198 
40.939751 53.377286 8.667001 
33.538719 52.229557 8.480641 
29.077337 52.970281 8.600914 
26.893693 53.525308 8.691035 
23.998607 47.640433 7.735494 
24.047275 43.493906 7.062212 
30.189177 46.559665 7.560007 
39.538131 51.073080 8.292861 
47.874628 53.465223 8.681279 
52.529421 54.162953 8.794571 
52.719310 54.485136 8.846885 
51.203245 58.052290 9.426092 
44.823741 58.469440 9.493826 
37.973290 58.801079 9.547675 
32.460713 59.897879 9.725765 
29.106844 62.073920 10.079094 
27.222694 63.423945 10.298301 
24.869370 59.538798 9.667460 
22.249277 51.611806 8.380335 
22.634016 47.843808 7.768516 
27.146837 49.485146 8.035024 
34.603286 52.887339 8.587447 
42.888926 55.301708 8.979474 
49.969099 56.173741 9.121068 
54.657435 56.297970 9.141239 
56.529064 56.583304 9.187570 
55.375427 57.293238 9.302843 
53.087361 62.252222 10.108046 
47.703622 63.962307 10.385716 
41.720910 65.840262 10.690644 
36.232928 68.080567 11.054408 
32.009561 70.571922 11.458936 
29.253287 72.559498 11.781663 
